Caltrans District,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,Back Peak Hour,Back Peak Month,Back AADT,Ahead Peak Hour,Ahead Peak Month,Ahead AADT,Latitude,Longitude
1,222,,MEN,R,0,,"UKIAH, JCT. RTE. 101",,,,780,8300,8000,39.13602498,-123.1990257
1,222,,MEN,,1.56,,SANFORD RANCH RD,730,8300,8000,680,5200,5000,39.13309292,-123.1771826
1,222,,MEN,,2.153,,TALMAGE,720,4800,4600,,,,39.13316,-123.166109
6,223,,KER,,1.85,,JCT. RTE. 5,,,,130,1400,1200,35.20909628,-119.1652663
6,223,,KER,,4.864,,OLD RIVER RD,130,1400,1200,380,4750,4400,35.20885648,-119.1099794
6,223,,KER,,8.892,,WIBLE RD,440,5400,5000,440,5400,5000,35.20871235,-119.0392335
6,223,,KER,R,10.536,,JCT. RTE. 99,410,5100,4700,570,7500,6900,35.2085248,-119.0102716
6,223,,KER,R,10.94,,UNION AVE,550,7200,6700,580,8200,5500,35.20860032,-119.0032325
6,223,,KER,R,16.014,,JCT. RTE. 184 NORTH,540,7100,6600,580,7600,7000,35.20870832,-118.9144185
6,223,,KER,R,20.15,,"ARVIN, COMANCHE DRIVE",600,7900,7200,830,10800,10000,35.20899829,-118.8420777
6,223,,KER,,20.911,,"ARVIN, A ST",840,10800,10000,800,10500,9600,35.20909317,-118.8287405
6,223,,KER,,21.165,,"ARVIN, DERBY /EL TEJON ",480,6300,5800,180,2400,2200,35.20911265,-118.8242965
6,223,,KER,,22.2,,TOWERLINE RD,180,2400,2200,170,2150,2000,35.20918756,-118.8063728
6,223,,KER,,26.2,,"ARVIN, EAST",170,2150,2000,170,2050,1550,35.21271211,-118.7381159
6,223,,KER,,31.92,,JCT. RTE. 58,200,1350,1150,,,,35.264167,-118.658407
5,225,,SB,,0,,"SANTA BARBARA, RTE 101",,,,2800,23000,20500,34.428018,-119.733717
5,225,,SB,,0.176,,"SANTA BARBARA, MODOC ",2800,23000,20500,1500,16000,14400,34.4260825,-119.7349845
5,225,,SB,,0.86,,VERONICA SPRINGS RD,1500,16000,14400,1200,12000,11000,34.41788667,-119.7412133
5,225,,SB,,2.292,,"SANTA BARBARA, MESA LN",1200,12000,11000,1400,15000,13000,34.4035362,-119.7300115
5,225,,SB,,3.21,,"SANTA BARBARA, S CRUZ ",1400,15000,13000,1300,12700,11000,34.40096516,-119.7146643
5,225,,SB,,3.93,,"SANTA BARBARA, LOMA ALTA ",1300,12700,11000,1600,15000,13000,34.40536579,-119.7036771
5,225,,SB,,4.403,,"SANTA BARBARA, RANCHERIA ",1600,15000,13000,2900,26000,22300,34.4095655,-119.6986244
5,225,,SB,,4.499,,"SANTA BARBARA, CASTILLO ",2700,26000,22300,3100,28000,25100,34.41063694,-119.6974951
5,225,,SB,R,4.643,,"SANTA BARBARA, S RTE. 101",3100,28000,25100,,,,34.412199,-119.699114
5,227,,SLO,,1.428,,"ARROYO GRANDE, CORBETT ",,,,620,3600,3400,35.13405725,-120.5699787
5,227,,SLO,,1.45,,TALLEY HO RD,620,3600,3400,410,2500,2400,35.13425342,-120.570238
5,227,,SLO,,1.49,,"ARROYO GRANDE, PRINTZ RD",410,2500,2400,300,1900,1800,35.13457698,-120.5707456
5,227,,SLO,,2.59,,PHILLIPS RD,300,1900,1800,490,3500,3300,35.14849108,-120.5738522
5,227,,SLO,,4.28,,NOYES RD,490,3500,3300,520,3900,3600,35.16886713,-120.5823251
5,227,,SLO,R,6.7,,CORBETT CYN RD - RT,520,3900,3600,650,5100,4900,35.19737943,-120.6032867
5,227,,SLO,,7.12,,"EDNA, PRICE CANYON RD",650,5100,4900,1200,10700,10600,35.20069243,-120.6089003
5,227,,SLO,R,8.249,,BIDDLE RANCH RD,1200,10700,10600,1350,12000,11400,35.21488969,-120.6163602
5,227,,SLO,R,9.367,,CRESTMONT DRIVE,1350,12000,11400,2100,16000,15600,35.227426,-120.627814
5,229,,SLO,,0,,JCT. RTE. 58,,,,30,130,100,35.423754,-120.546888
5,229,,SLO,,9.16,,JCT. RTE. 41,150,810,800,,,,35.534344,-120.526143
7,232,,VEN,,0,,"OXNARD, JCT. RTE. 1",,,,4050,44000,43000,34.22654884,-119.1774095
7,232,,VEN,,0.441,,"OXNARD, JCT. RTE. 101",4050,44000,43000,2450,25500,24200,34.22986078,-119.1747689
7,232,,VEN,,2.579,,CENTRAL AVE,1500,16800,16300,1650,17600,16800,34.25796675,-119.1531471
7,232,,VEN,R,4.11,,"JCT. RTE. 118, LOS ANGELES ",1750,17800,16800,,,,34.27395933,-119.1353433
6,233,,MAD,,0.005,,JCT. RTE. 152,,,,380,4100,3600,37.083472,-120.2973911
6,233,,MAD,,2.39,,"CHOWCHILLA, WASHINGTON",900,12000,9500,1100,14500,11500,37.1127556,-120.2723776
6,233,,MAD,,2.49,,"CHOWCHILLA, 15TH ST",950,12600,10000,1050,14100,11200,37.113932,-120.271241
6,233,,MAD,,3.09,,"CHOWCHILLA, 6TH ST",1050,14100,11200,1100,14700,11600,37.12010554,-120.2635042
6,233,,MAD,,3.29,,"CHOWCHILLA, 3RD ST",1250,16300,12900,1200,16200,12800,37.122134,-120.260942
6,233,,MAD,,3.586,,"CHOWCHILLA, CHOWCHILLA AVE",1050,12000,11300,1050,11800,11300,37.12516258,-120.2570606
6,233,,MAD,,3.887,,JCT. RTE. 99,1000,11500,11000,,,,37.12689418,-120.2523614
5,236,,SCR,,0,,"BOULDER CREEK, JCT. RTE. 9",,,,670,7500,6400,37.12538238,-122.1223006
5,236,,SCR,,2.67,,JAMISON CREEK RD,240,2700,2300,250,2750,2300,37.14516618,-122.1570385
5,236,,SCR,,8.74,,SOUTH BIG BASIN REDWOODS ,40,500,400,40,500,400,37.1686857,-122.2157699
5,236,,SCR,,9.321,,GOVERNOR'S CAMP,30,260,200,30,260,200,37.17191643,-122.222129
5,236,,SCR,,12.72,,EAST BIG BASIN REDWOODS ,30,260,200,30,360,275,37.19650793,-122.1960508
5,236,,SCR,,17.721,,"JCT. RTE. 9, WATERMANS GAP",50,430,400,,,,37.21148562,-122.1566539
4,237,,SCL,R,0,,"MOUNTAIN VIEW, JCT. RTE. 82",,,,2650,35000,33500,37.38035376,-122.0729619
4,237,,SCL,R,0.375,,"MOUNTAIN VIEW, JCT. RTE. 85",2650,35000,33500,4550,60000,57000,37.38412244,-122.0681184
4,237,,SCL,R,0.608,,DANA ST/WHISMAN RD,4550,60000,57000,4900,65000,62000,37.38564,-122.0645
4,237,,SCL,R,0.81,,"MOUNTAIN VIEW, SYLVAN AVE",4900,65000,62000,5300,71000,67000,37.38602177,-122.0603427
4,237,,SCL,M,1.547,,MIDDLEFIELD /MAUDE AVE,5300,71000,67000,5300,71000,67000,37.39239,-122.0498167
4,237,,SCL,,2.48,,"SUNNYVALE, JCT. RTE. 101",5300,71000,67000,6900,91000,87000,37.400647,-122.035484
4,237,,SCL,,2.99,,"SUNNYVALE, MATHILDA AVE",6900,91000,87000,7400,98000,93000,37.40301593,-122.0265519
4,237,,SCL,R,3.972,,"SUNNYVALE, FAIR OAKS AVE",7400,98000,93000,7100,93000,88000,37.40669571,-122.0096971
4,237,,SCL,R,4.599,,"SUNNYVALE, LAWRNCE EXPRSS",7000,93000,88000,9200,121000,115000,37.409146,-121.998652
4,237,,SCL,R,5.834,,GREAT AMERICA PARKWAY,9200,121000,115000,10000,130000,124000,37.41556571,-121.9775479
4,237,,SCL,,6.866,,"SAN JOSE, N FIRST/ TAYLOR",10000,130000,124000,10000,131000,125000,37.41918351,-121.9599142
4,237,,SCL,,8.02,,"SAN JOSE, ZANKER RD ",10000,131000,125000,10600,137000,131000,37.42040408,-121.9392947
4,237,,SCL,R,8.726,R,BEGIN RIGHT ALIGN,10600,137000,131000,5400,70000,67000,37.42237045,-121.9266532
4,237,,SCL,R,9.125,R,McCARTHY BLVD,5400,70000,67000,5400,71000,67000,37.42393141,-121.919588
4,237,,SCL,R,8.726,L,BEGIN LEFT ALIGN,5400,71000,67000,5400,71000,67000,37.42237045,-121.9266532
4,237,,SCL,R,9.125,L,McCARTHY BLVD,5400,70000,67000,5400,70000,67000,37.42393141,-121.919588
4,237,,SCL,,9.325,,END DIVIDED HIGHWAY,5400,70000,67000,10700,138000,133000,37.4255159,-121.9166205
4,237,,SCL,,9.335,,"JCT. RTE. 880, NIMITZ FREEWAY",10700,138000,133000,4350,65000,62000,37.42556784,-121.9164467
4,237,,SCL,,10,,MAIN ST,4350,65000,62000,4650,69000,66000,37.43122591,-121.907253
4,237,,SCL,,11.08,,"MILPITAS, JCT. RTE 680",4650,69000,66000,,,,37.43462235,-121.8884737
4,238,,ALA,,0,,"FREMONT, JCT. RTE. 680",,,,2350,29500,29000,37.54070717,-121.9245267
4,238,,ALA,,3.314,,"FREMONT, S. JCT. RTE. 84 W.",1900,23300,23000,2700,33500,33000,37.57272675,-121.9679297
4,238,,ALA,,3.644,,"NORTH JCT. RTE 84, NILES",2700,33500,33000,2450,30500,30000,37.57658192,-121.9715619
4,238,,ALA,,4.3,,"FREMONT, SULLIVAN UNDRPASS",2450,30500,30000,2500,31000,30500,37.57915519,-121.9829413
4,238,,ALA,,4.72,,"FREMONT, NURSERY AVE",2500,31000,30500,2100,26000,25500,37.58070324,-121.9903582
4,238,,ALA,,6.78,,"UNION CITY, DECOTO RD",2100,26000,25500,2250,28000,27500,37.60237324,-122.0157
4,238,,ALA,,8.3,,"HAYWARD, GRESEL ST",1950,24300,24000,2050,25500,25000,37.618708,-122.03422
4,238,,ALA,,9.32,,"HAYWARD, ALQUIRE RD ",2800,34500,34000,2550,31500,31000,37.684832,-122.091699
4,238,,ALA,,9.94,,"HAYWARD, TENNYSON RD",2050,25500,25000,2650,33000,32500,37.68995754,-122.1001573
4,238,,ALA,,11.201,,"HAYWARD, HARDER RD",2950,36500,36000,2450,30500,30000,37.69011242,-122.1223492
4,238,,ALA,,12.613,,"HAYWARD, JCT. RTES. 92/185",3350,41500,41000,4250,53000,52000,37.69051032,-122.1364413
4,238,,ALA,,13.12,,"HAYWARD, A ST",4150,52000,51000,4100,51000,50000,37.68949583,-122.1181969
4,238,,ALA,,13.83,,"HAYWARD, GROVE WAY",4000,50000,49000,4150,52000,51000,37.69051032,-122.1364413
4,238,,ALA,,14.292,,JCT. RTE. 580,2350,29000,28500,9500,131000,123000,37.68806369,-122.0961536
4,238,,ALA,,14.951,,"JCT. RTE. 185, MISSION BLVD",9500,131000,123000,9400,128000,121000,37.68923903,-122.1061773
4,238,,ALA,,16.279,,"SAN LEANDRO, HESPERIAN ",9400,128000,121000,5700,79000,74000,37.69092414,-122.1300857
4,238,,ALA,,16.696,,JCT. RTE. 880,5700,79000,74000,,,,37.69051246,-122.1364564
12,241,,ORA,,14.55,,OSO PARKWAY,,,,870,7500,7000,33.58998148,-117.6103019
12,241,,ORA,,17.768,,ANTONIO PARKWAY,870,7500,7000,2150,18400,17000,33.63316117,-117.5989186
12,241,,ORA,,18.488,,SANTA MARGARITA PARKWAY,2150,18400,17000,4650,40000,37000,33.64281643,-117.6036027
12,241,,ORA,,20.077,,LOS ALISOS BLVD,4650,40000,37000,4650,40000,37000,33.65513041,-117.6247642
12,241,,ORA,,21.802,,PORTOLA PARKWAY UC,4650,40000,37000,4150,35500,33000,33.66789887,-117.6503703
12,241,,ORA,,23.418,,ALTON PARKWAY,4150,35500,33000,4750,43500,40300,33.68016371,-117.6732676
12,241,,ORA,,24.968,,PORTOLA PARKWAY,4750,43500,40300,5600,43500,40300,33.69564701,-117.6923397
12,241,,ORA,,27.378,,JCT RTE 133,5600,43000,40000,5300,40500,40000,33.71811092,-117.7200076
12,241,,ORA,,32.541,,CHAPMAN-SANTIAGO RD UC,5300,40500,40000,4550,44000,43000,33.78018494,-117.7477728
12,241,,ORA,,36.099,,WINDY RIDGE TOLL PLAZA,4550,44000,43000,4550,44000,43000,33.82435311,-117.7163809
12,241,,ORA,,39.079,,JCT RTE 91,4550,44000,43000,,,,33.86628625,-117.7192693
4,242,,CC,R,0,,"CONCORD, JCT. RTE. 680",,,,6800,93000,90000,37.95939172,-122.0517153
4,242,,CC,R,0.872,,"CONCORD, WILLOW PASS RD",6800,93000,90000,5900,80000,78000,37.97123542,-122.0475284
4,242,,CC,R,1.468,,"CONCORD, CONCORD AVE",5900,80000,78000,8600,118000,115000,37.97903283,-122.043297
4,242,,CC,R,2.145,,"CONCORD, SOLANO WAY ",8600,118000,115000,8300,115000,112000,37.98868029,-122.0403622
4,242,,CC,R,2.789,,"CONCORD, OLIVERA RD",8300,118000,112000,7200,106000,98000,37.99748826,-122.0383896
4,242,,CC,R,3.398,,"CONCORD, JCT. RTE. 4",7200,106000,98000,,,,38.00580833,-122.0353473
8,243,,RIV,,0,,JCT. RTE. 74,,,,430,3650,3400,33.70449,-116.725042
8,243,,RIV,,3.613,,COUNTRY CLUB DRIVE,430,3650,3400,600,5700,5000,33.7366568,-116.722845
8,243,,RIV,,4.45,,CIRCLE DRIVE,600,5700,5000,670,6900,6100,33.74569065,-116.7145969
8,243,,RIV,,4.514,,PINECREST/DAIRY RDS,670,6900,6100,440,4600,4000,33.74665165,-116.7149195
8,243,,RIV,,7.525,,MARION RIDGE DRIVE,480,3400,2800,310,2200,1800,33.76087456,-116.7378215
8,243,,RIV,,28.28,,"BANNING, SAN GORGONIO ",350,2450,2000,550,5500,5000,33.91161875,-116.8765864
8,243,,RIV,,29.48,,LINCOLN/8TH ST,390,3850,3700,730,7300,7000,33.92168074,-116.885238
8,243,,RIV,,29.659,,"BANNING, JCT RTE 10; 8TH ST",730,7300,7000,,,,33.92424325,-116.8854255
3,244,,SAC,,0,,"SACRAMENTO, JCT. RTE. 80",,,,1000,9600,8900,38.644729,-121.383189
3,244,,SAC,,0.01,,WATT AVE ,1000,9600,8900,1800,16700,15700,38.64474639,-121.3829999
3,244,,SAC,,0.457,,"SACRAMENTO, JCT. RTE. 51",1800,16700,15700,3700,33500,32000,38.64650765,-121.3748278
3,244,,SAC,T,1.077,,AUBURN BLVD,3700,33500,32000,,,,38.64371,-121.365238
6,245,,TUL,,0,,JCT. RTE. 198,,,,310,3450,3100,36.325851,-119.116969
6,245,,TUL,,7.066,,JCT. RTE. 216,610,6400,5700,740,7200,5800,36.41373,-119.098853
6,245,,TUL,,8.061,,"WOODLAKE, AVE 352",620,5200,4800,250,2200,2000,36.42872238,-119.0994566
6,245,,TUL,,10.47,,RD 200,250,2200,2000,170,1450,1350,36.449984,-119.1249506
6,245,,TUL,,11.999,,JCT. RTE. 201 WEST,170,1450,1350,170,720,700,36.47167327,-119.1223698
6,245,,TUL,,19.293,,OROSI RD/BOYD DRIVE,50,220,200,50,220,200,36.56650556,-119.1329659
6,245,,TUL,,33.035,,TULARE/FRESNO CO LINE,50,220,200,,,,36.6573685,-119.0144212
6,245,,FRE,,0,,TULARE/FRESNO CO LINE,,,,50,220,200,36.6573685,-119.0144212
6,245,,FRE,,8.972,,JCT. RTE. 180,50,220,200,,,,36.71969,-119.000108
5,246,,SB,,8.302,,"LOMPOC, WEST CITY LIMITS",,,,900,6900,6600,34.639194,-120.479898
5,246,,SB,,9.55,,"LOMPOC, JCT. RTE. 1",1300,13200,12600,920,8600,8200,34.63894425,-120.4603653
5,246,,SB,R,20.846,,DOMINGUS RD,920,9600,9200,1500,17500,16700,34.62912144,-120.2782139
5,246,,SB,,26.286,,"BUELLTON, JCT. RTE. 101",1500,18400,17500,1600,18900,18000,34.61206847,-120.1900876
5,246,,SB,,29.233,,"SOLVANG, FIFTH ST",1600,21000,19000,1750,19000,18000,34.59603805,-120.1452123
5,246,,SB,,30.28,,ALAMO PINTADO RD ,2100,22800,21700,1700,18700,17800,34.59883826,-120.1280045
5,246,,SB,R,34.601,,"SANTA YNEZ, JCT. RTE. 154",750,8600,8200,,,,34.610433,-120.055117
8,247,,SBD,,0,,"YUCCA VALLEY, JCT. RTE. 62",,,,1100,13000,12000,34.123452,-116.414062
8,247,,SBD,,39.598,,CAMP ROCK RD,270,3250,3000,200,2450,2300,34.44354428,-116.8581697
8,247,,SBD,,44.85,,JCT. RTE. 18,270,3200,3000,210,2100,1900,34.44388299,-116.9499416
8,247,,SBD,,46.114,,RABBIT SPRING RD,210,2100,1900,200,1950,1800,34.458429,-116.945783
8,247,,SBD,,56.475,,LUCERNE VALLEY CUTOFF RD,200,1950,1800,210,2350,2100,34.60183951,-116.9795738
8,247,,SBD,,73.181,,STODDARD WELLS RD,210,2350,2100,170,1900,1700,34.81943668,-117.0280205
8,247,,SBD,,76.422,,BARSTOW CITY LIMITS,170,1900,1700,1400,15800,14000,34.86226627,-117.0174962
8,247,,SBD,,78.096,,"BARSTOW, JCT. RTE. 15",1800,19100,18000,,,,34.88597744,-117.0228941
1,253,,MEN,,0,,"BOONVILLE, JCT. RTE. 128",,,,200,2100,2000,38.999144,-123.35839
1,253,,MEN,,17.18,,"UKIAH, JCT. RTE. 101",240,2800,2600,,,,39.109233,-123.195271
1,254,,HUM,,0,,JCT. RTE. 101,,,,190,1400,700,40.18609349,-123.7712673
1,254,,HUM,,4.837,,MIRANDA BRIDGE RD,190,1300,680,430,3150,1550,40.219112,-123.811747
1,254,,HUM,,12.327,,JCT. RTE. 101,250,1900,950,150,1150,590,40.2662777,-123.8705984
1,254,,HUM,,16.84,,BURLINGTON STATE PARK,140,1150,540,150,1100,540,40.30934174,-123.9104368
1,254,,HUM,,18.8,,"WEOTT, NORTH",150,1100,540,160,800,500,40.33256854,-123.9299459
1,254,,HUM,,24.21,,ENGLEWOOD PARK ,140,600,420,90,590,330,40.39641613,-123.9390489
1,254,,HUM,,46.53,,"JCT RTE 101, JORDAN RD",90,590,330,,,,40.43903363,-124.03204
1,255,,HUM,,0,,"EUREKA, JCT. RTE. 101",,,,1050,10000,9500,40.80391139,-124.1536146
1,255,,HUM,,2.028,,NAVY BASE RD,880,8400,8000,790,7600,7200,40.82588168,-124.1762636
1,255,,HUM,,3.657,,DEAN/PACIFIC AVES,790,7600,7200,780,7500,7100,40.84828769,-124.1657124
1,255,,HUM,,4.728,,YOUNG LANE,780,7500,7100,770,7400,7000,40.86211423,-124.1570809
1,255,,HUM,R,5.13,,MAD RIVER SLOUGH BRIDGE,770,7400,7000,830,7900,7500,40.8649892,-124.1505164
1,255,,HUM,,8.352,,"ARCATA, K ST",830,7900,7500,930,9000,8600,40.8655994,-124.0908607
1,255,,HUM,,8.525,,"ARCATA, H ST",930,9000,8600,1100,10500,10200,40.86490173,-124.0875723
1,255,,HUM,,8.584,,"ARCATA, G ST",1100,10500,10200,1650,15900,15500,40.86455289,-124.0864921
1,255,,HUM,,8.803,,JCT. RTE. 101,1650,15900,15500,,,,40.86263639,-124.0827493
8,259,,SBD,R,0,,"SAN BERNARDINO, JCT. RTE. 215",,,,6700,70000,67000,34.12909231,-117.3026753
8,259,,SBD,R,0.497,,HIGHLAND AVE,6700,70000,67000,6400,67000,64000,34.13605321,-117.302557
8,259,,SBD,,1.25,,JCT. RTE. 30,6400,67000,64000,6400,67000,64000,34.14500631,-117.2976069
8,259,,SBD,,1.454,,E ST,6400,67000,64000,,,,34.145315,-117.29412
4,260,,ALA,R,1.124,R,"ALAMEDA, POSEY TUBE",,,,1850,22700,22300,37.78757716,-122.2766695
4,260,,ALA,R,1.924,R,"OAKLAND, JCT. RTE. 880",1850,22700,22300,1850,22700,22300,37.796969,-122.271352
4,260,,ALA,R,1.124,L,"ALAMEDA, WEBSTER TUBE",1850,22700,22300,2100,25500,25000,37.78757716,-122.2766695
4,260,,ALA,R,1.924,L,END INDEP ALIGN,2100,25500,25000,,,,37.796969,-122.271352
12,261,,ORA,,0,,"IRVINE, WALNUT AVE",,,,11000,76000,72400,33.71167664,-117.8007385
12,261,,ORA,,0.239,,JAMBOREE OC,11000,76000,72400,5900,36000,34600,33.71469406,-117.7984601
12,261,,ORA,,1.638,,IRVINE BLVD OC,6000,36000,34600,6000,36000,34600,33.72636056,-117.7788617
12,261,,ORA,,2.848,,PORTOLA PARKWAY OC,6000,36000,34600,5600,35000,33200,33.740701,-117.7668058
12,261,,ORA,,6.035,,CHAPMAN AVE OC,5600,35000,33200,5100,31000,29700,33.78249179,-117.7485038
12,261,,ORA,,6.205,,JCT RTE 241,5100,31000,29700,,,,33.78401251,-117.7464073
4,262,,ALA,R,0,,"FREMONT, JCT. RTE. 880",,,,5200,79000,76000,37.48425372,-121.9347766
4,262,,ALA,R,0.7,,"FREMONT, WARM SPRINGS ",5200,78000,76000,5000,76000,74000,37.49046585,-121.9286725
4,262,,ALA,R,1.07,,"FREMONT, JCT. RTE. 680",5000,76000,74000,,,,37.495387,-121.923274
2,263,,SIS,,49.07,,"YREKA, JCT. RTE. 3",,,,190,1800,1650,41.740345,-122.633219
2,263,,SIS,,50.63,,"HAWKINSVILLE, HUMBUG RD",160,1750,1550,100,1250,990,41.76101443,-122.6217178
2,263,,SIS,,57.195,,JCT. RTE. 96,100,1250,990,,,,41.832326,-122.591033
2,265,,SIS,,19.801,,"WEED, JCT. RTE. 97",,,,210,2150,1800,41.42269697,-122.3874972
2,265,,SIS,,20.328,,"WEED, JCT. RTE. 5",210,2150,1800,,,,41.42332374,-122.3966043
9,266,,MNO,,0,,NEVADA STATE LINE (SOUTH),,,,50,300,200,37.46942764,-117.8395835
9,266,,MNO,,4.3,,JCT. RTE. 168,50,300,200,20,250,140,37.48679434,-117.9126152
9,266,,MNO,,11.721,,NEVADA STATE LINE (NORTH),20,250,140,,,,37.5741828,-117.9829702
3,267,,NEV,M,0,,JCT RTE 80/89/267,,,,1300,13500,10800,39.337901,-120.168561
3,267,,NEV,M,1.419,,"BRIDGE ST, RT/SOARNG WY LT",1300,13500,10800,1600,16200,12500,39.32024422,-120.157191
3,267,,NEV,M,1.798,,PLACER/NEVADA CO LINE,1600,16200,12500,,,,39.316288,-120.1522234
3,267,,PLA,,0,,PLACER/NEVADA CO LINE,,,,1600,16200,12500,39.316288,-120.1522234
3,267,,PLA,,0.25,,TAHOE TRUCKEE AIRPORT ,1450,14300,11600,1300,13000,10400,39.31462818,-120.1486187
3,267,,PLA,,3.76,,NORTH STAR DRIVE,1300,13000,10400,980,10600,8300,39.28704368,-120.1039239
3,267,,PLA,,6.23,,MARTIS PEAK RD,980,10600,8300,790,10700,8400,39.26726482,-120.0744383
3,267,,PLA,,9.28,,"KINGS BEACH, NORTH AVE",790,10700,8400,1200,13300,9300,39.246785,-120.031028
3,267,,PLA,,9.898,,JCT. RTE. 28,1150,13300,9300,,,,39.237913,-120.031526
6,269,,KIN,,0,,JCT. RTE. 33,,,,250,2700,2500,36.000262,-120.136806
6,269,,KIN,,5.615,,KINGS/FRESNO CO LINE,510,5700,5200,,,,36.07058844,-120.1034157
6,269,,FRE,,0,,KINGS/FRESNO CO LINE,,,,500,5600,5100,36.07058844,-120.1034157
6,269,,FRE,,0.15,,PLYMOUTH /AVENAL CUTOFF ,500,5500,5100,400,5500,5100,36.072569,-120.1024844
6,269,,FRE,,0.427,,JCT. RTE. 5,400,5500,5100,510,5600,5200,36.07656105,-120.1020315
6,269,,FRE,,12.746,,JCT. RTE. 198,400,4450,4100,270,3000,2800,36.25534816,-120.1035602
6,269,,FRE,,24.764,,JCT. RTE. 145,230,2500,2300,,,,36.429652,-120.103086
9,270,,MNO,,0,,JCT. RTE. 395,,,,120,690,480,38.175355,-119.194699
9,270,,MNO,,9.805,,CO HISTORIC PARK,120,690,480,,,,38.19206315,-119.0530727
1,271,,MEN,,0.02,,JCT. RTE. 101,,,,20,120,100,39.83469073,-123.6315872
1,271,,MEN,,3.385,,JCOLD ROUTE 101 BRIDGE,20,120,100,70,550,450,39.83330955,-123.6786352
1,271,,MEN,,5.601,,"JCT. RTE. 101, SCANDIA",70,550,450,80,1000,650,39.84850656,-123.7076631
1,271,,MEN,,7.308,,TEMPORARY JCT. RTE. 1,120,1100,750,10,100,80,39.86826005,-123.7148235
1,271,,MEN,R,17.048,,"JCT. RTE. 101, REYNOLDS",10,100,80,10,100,80,39.95626494,-123.7759262
1,271,,MEN,,19.459,,"JCT. RTE. 101, PIERCY",20,130,110,30,200,170,39.96594583,-123.7951483
1,271,,MEN,,22.721,,MENDOCINO/HUMBOLDT CO LN,20,160,130,,,,40.00178151,-123.7859085
2,273,,SHA,,3.812,,JCT. RTE. 5,,,,1050,10100,9800,40.43115245,-122.2848792
2,273,,SHA,,4.44,,"ANDERSON, PINON AVE",1050,10100,9800,1700,14500,13500,40.43862484,-122.2912206
2,273,,SHA,,5.206,,"ANDERSON, SOUTH ST",1700,14500,13500,1750,14500,12400,40.4482226,-122.2980549
2,273,,SHA,,5.438,,"ANDERSON, NORTH ST",1750,14500,12400,1050,11700,10400,40.45049504,-122.3013525
2,273,,SHA,,6.387,,ALEXANDER AVE,1050,11700,10400,1600,13000,10600,40.45964408,-122.3147131
2,273,,SHA,,6.9,,OX YOKE RD,1600,13000,10600,1750,14000,11900,40.46459861,-122.3219519
2,273,,SHA,,7.24,,CHAMPION/FRONTAGE RD,1750,14000,11900,1750,14200,11900,40.4679142,-122.3268051
2,273,,SHA,,7.54,,HILL ST,1750,14200,11900,1800,13900,12400,40.47075,-122.330948
2,273,,SHA,,9.99,,HAPPY VALLEY RD,1800,13900,12400,1950,15800,14000,40.49456208,-122.3658163
2,273,,SHA,,11.1,,CANYON RD,1950,15800,14000,1950,22100,21000,40.506449,-122.379344
2,273,,SHA,,11.83,,"REDDING, CLEAR CREEK ",1950,22100,21000,2850,26500,23000,40.51668948,-122.3812445
2,273,,SHA,,12.27,,"REDDING, WESTWOOD AVE",2850,26500,23000,2900,26000,22700,40.52300907,-122.3823519
2,273,,SHA,,12.68,,"REDDING, CEDARS/S BONNEY",2900,26000,22700,2300,19800,18100,40.52903957,-122.3834184
2,273,,SHA,,14.184,,BRESLAUER WAY,2300,19800,18100,2100,22800,21500,40.55075825,-122.387257
2,273,,SHA,,14.47,,"REDDING, BUENAVENTURA ",2100,22800,21500,2750,17700,16000,40.55457231,-122.3879298
2,273,,SHA,,15.921,R,MARKET/PINE STS,2600,20000,18400,1300,12300,12000,40.5755285,-122.3870154
2,273,,SHA,,15.978,R,"REDDING, PINE /CYPRESS ",1300,12300,12000,1300,12300,12000,40.57634775,-122.3867927
2,273,,SHA,R,16.45,R,"REDDING, PINE /PLACER ",1300,12300,12000,1300,14600,12500,40.58265815,-122.3887259
2,273,,SHA,R,16.659,R,"REDDING, PINE /TEHAMA ",1300,14600,12500,1350,12800,10500,40.58572476,-122.3900386
2,273,,SHA,R,16.73,R,NORTH JCT RTE 299 /RTE 44,1350,12800,10500,1100,9900,9000,40.58666581,-122.390431
2,273,,SHA,,15.978,L,"REDDING, MARKET /CYPRESS ",1100,9900,9000,1100,9900,9000,40.57634775,-122.3867927
2,273,,SHA,R,16.255,L,"REDDING, MARKET/GOLD ",1100,9900,9000,1100,10000,9500,40.58017352,-122.3876838
2,273,,SHA,R,16.326,L,"REDDING, GOLD/ CALIFORNIA ",1100,10000,9500,1100,10000,9500,40.581214,-122.3881053
2,273,,SHA,R,16.44,L,"REDDING, CALIF/SACRAMENTO ",1100,10000,9500,1150,12700,9500,40.58255377,-122.3886826
2,273,,SHA,R,16.51,L,"REDDING, CALIF/PLACER",1150,12700,9500,1050,10400,8900,40.58371063,-122.3891695
2,273,,SHA,R,16.73,L,"REDDING, CALIF/ TEHAMA ",1050,10400,8900,780,8300,6300,40.58666581,-122.390431
2,273,,SHA,R,16.801,L,"REDDING, TEHAMA/MARKET ",780,8300,6300,780,8300,6300,,
2,273,,SHA,,16.833,,NORTH JCT RTE 299 /RTE 44,780,8300,6300,1850,18700,18000,40.58666581,-122.390431
